title,query_subject,subjects,keywords,cited_by
"Low-energy (0-9 eV) electron interaction with gas phase 1,3-dichlorobenzene: an experimental and theoretical study",CHEM,Unknown,None,0
"Corrigendum to “Compounds for selective translational inhibition” [Curr Opin Chem Biol 69 (2022) 102158] (Current Opinion in Chemical Biology (2022) 69, (S1367593122000436), (10.1016/j.cbpa.2022.102158))",CHEM,Unknown,None,0
Comparison of global air pollution impacts across horizontal resolutions,CHEM,Unknown,None,0
Longitudinal evaluation of liver stiffness reveals hepatic cholesterol as the determinant of fibrosis progression in mice,CHEM,Unknown,None,0
Chicken chemerin alone or in mixture with adiponectin-visfatin impairs progesterone secretion by primary hen granulosa cells,CHEM,Unknown,None,0
"Corrigendum to “Discovering common pathogenetic processes between polycystic ovary syndrome and uterine corpus endometrial carcinoma by bioinformatics and experimental approach” [Arab. J. Chem. 17 (2024) 105548] (Arabian Journal of Chemistry (2024) 17(2), (S1878535223010109), (10.1016/j.arabjc.2023.105548))",CHEM,Unknown,None,0
"Corrigendum to “Fluorescence detection setups in capillary electrophoresis and microscale liquid chromatography: Developments over the past decade” [Trends Anal. Chem. 181 (2024) 118001] (Trends in Analytical Chemistry (2024) 181(PA), (S0165993624004849), (10.1016/j.trac.2024.118001))",CHEM,Unknown,None,0
"Corrigendum to “Magnetic and microwave properties of Co<inf>0.5</inf>Ni<inf>0.5</inf>Fe<inf>2-</inf><inf>x</inf>Sc<inf>x</inf>O<inf>4</inf> (0.0 ≤ x ≤ 0.1) nanosized spinel ferrites” [Inorg. Chem. Commun. 151 (2023) 110574] (Inorganic Chemistry Communications (2023) 151, (S1387700323001867), (10.1016/j.inoche.2023.110574))",CHEM,Unknown,None,0
"Corrigendum to “ZnO/AgSbO3 as an improved nanophotocatalyst in the synthesis of some naphthopyranopyrimidines” [Inorg. Chem. Commun. Volume 170, Part 1, (2024) 113212](S1387700324011997)(10.1016/j.inoche.2024.113212)",CHEM,Unknown,None,0
"Predictive, integrative, and regulatory aspects of AI-driven computational toxicology – Highlights of the German Pharm-Tox Summit (GPTS) 2024",CHEM,Unknown,None,0
Comments on: “Low temperature engineering feasibility of high reflective Ag–Sn films from experimental and thermodynamic views” [Mater. Phys. Chem. 254 (2020) 123490],CHEM,Unknown,None,0
"Erratum to “Palladium (II)-catalyzed cascade reactions initiated with directed activation of unactivated sp<sup>3</sup> C–H bonds” [Tetrahedron Chem 7 (2023) 100046] (Tetrahedron Chem (2023) 7, (S2666951X23000128), (10.1016/j.tchem.2023.100046))",CHEM,Unknown,None,0
Clinical Utility of Circulating Cell-Free DNA as a Liquid Biopsy in Cats With Various Tumours,CHEM,Unknown,None,0
"Erratum to “Reactivities and mechanisms in organic reactions involving activation of elemental sulfur under basic conditions” [Tetrahedron Chem 11 (2024) 100086] (Tetrahedron Chem (2024) 11, (S2666951X24000251), (10.1016/j.tchem.2024.100086))",CHEM,Unknown,None,0
"Erratum to “Hydrogen bond-mediated organocatalytic enantioselective reduction of nitroalkenes in deep eutectic solvents” [Tetrahedron Chem 6 (2023) 100038] (Tetrahedron Chem (2023) 6, (S2666951X23000049), (10.1016/j.tchem.2023.100038))",CHEM,Unknown,None,0
"A comparison of meteorological normalization of PM<inf>2.5</inf> by multiple linear regression, general additive model, and random forest methods",CHEM,Unknown,None,0
"Erratum to “Organocatalytic asymmetric synthesis of bioactive hexahydropyrrolo[2,3-b]indole-containing tetrasubstituted allenes bearing multiple chiral elements” [Tetrahedron Chem 1 (2022) 100007] (Tetrahedron Chem (2022) 1, (S2666951X22000031), (10.1016/j.tchem.2022.100007))",CHEM,Unknown,None,0
"Erratum to “Enantioselective α-heterofunctionalization reactions of catalytically generated C1-Lewis base enolates” [Tetrahedron Chem 9 (2024) 100063] (Tetrahedron Chem (2024) 9, (S2666951X24000020), (10.1016/j.tchem.2024.100063))",CHEM,Unknown,None,0
"Erratum to “Latest updates in ElectroPhotoChemical reactions” [Tetrahedron Chem 9 (2024) 100061] (Tetrahedron Chem (2024) 9, (S2666951X2300027X), (10.1016/j.tchem.2023.100061))",CHEM,Unknown,None,0
Disentangling the effects of meteorology and emissions from anthropogenic and biogenic sources on the increased surface ozone in Eastern China,CHEM,Unknown,None,0
"Corrigendum to “Industrial view on hydrogen carriers for intercontinental transport” [Curr Opin Green Sustain Chem (44) (2023) 100843] (Current Opinion in Green and Sustainable Chemistry (2023) 44, (S2452223623000913), (10.1016/j.cogsc.2023.100843))",CHEM,Unknown,None,0
"Correction to: Genetic Evaluation of the Patients with Clinically Diagnosed Inborn Errors of Immunity by Whole Exome Sequencing: Results from a Specialized Research Center for Immunodeficiency in Türkiye (Journal of Clinical Immunology, (2024), 44, 7, (157), 10.1007/s10875-024-01759-w)",COMP,Unknown,None,0
Graph convolutional network for compositional data,COMP,Unknown,None,0
Case law in European merger control,COMP,Unknown,None,0
An integrated off-lattice kinetic Monte Carlo (KMC)-molecular dynamics (MD) framework for modeling polyvinyl chloride dehydrochlorination,COMP,Unknown,None,0
Don't break the (blood) bank: Can waste be minimized in a whole blood program?,COMP,Unknown,None,0
Binary classification from N-Tuple Comparisons data,COMP,Unknown,None,0
Improvement of the safety of artisanal Spanish fermented sausages: Spotlight on the role of bacteriocinogenic Lactiplantibacillus paraplantarum against a Companilactobacillus alimentarius histaminogenic strain,COMP,Unknown,None,0
Single-dose psilocybin for U.S. military Veterans with severe treatment-resistant depression – A first-in-kind open-label pilot study,COMP,Unknown,None,0
The ARCH-COMP Friendly Verification Competition for Continuous and Hybrid Systems,COMP,Unknown,None,0
ProtoComp: Diverse Point Cloud Completion with Controllable Prototype,COMP,Unknown,None,0
Competition of Solvers for Constrained Horn Clauses (CHC-COMP 2023),COMP,Unknown,None,0
Cross Modality Fusion Network with Feature Alignment and Salient Object Exchange for Single Image 3D Shape Retrieval,COMP,Unknown,None,0
Modeling pulmonary perfusion and gas exchange in alveolar microstructures,COMP,Unknown,None,0
EXTENDING ERROR BOUNDS FOR RADIAL BASIS FUNCTION INTERPOLATION TO MEASURING THE ERROR IN HIGHER ORDER SOBOLEV NORMS,COMP,Unknown,None,0
Fault Localization on Verification Witnesses,COMP,Unknown,None,0
Solving Constrained Horn Clauses as C Programs with CHC2C,COMP,Unknown,None,0
FM-Weck: Containerized Execution of Formal-Methods Tools,COMP,Unknown,None,0
Exploring Loose Coupling of Slicing with Dynamic Symbolic Execution on the JVM,COMP,Unknown,None,0
Refining CEGAR-Based Test-Case Generation with Feasibility Annotations,COMP,Unknown,None,0
Cut-down de Bruijn sequences,COMP,Unknown,None,0
Simulated microgravity environment inhibits matrix mineralization during the osteoblast to osteocyte differentiation,COMP,Unknown,None,0
Maternal and cord blood levels of metals and fetal liver function,COMP,Unknown,None,0
Assessing the external atmospheric input of microplastics: Two strategies based on polymer composition and aging characteristics,COMP,Unknown,None,0
Structural and catalytic properties of histidyl-tRNA synthetase: A potential drug target against leishmaniasis,COMP,Unknown,None,0
AC loss and shielding in stacks of coated conductors: Analytic modelling and comparison to experiment,COMP,Unknown,None,1
The impact of antidepressant discontinuation prior to treatment with psilocybin for treatment-resistant depression,COMP,Unknown,None,0
An ANN enabled joint power allocation and base station switching system for EE heterogeneous networks,COMP,Unknown,None,0
"Uncovering the relationship between trace element exposure, cognitive function, and dietary inflammation index in elderly americans from the National Health and Nutrition Examination Survey 2011–2014",COMP,Unknown,None,0
Construction of an artificial neural network diagnostic model and investigation of immune cell infiltration characteristics for idiopathic pulmonary fibrosis,COMP,Unknown,None,1
An energy-efficient JT-CoMP enabled framework with adaptive OMA/NOMA in HetNets,COMP,Unknown,None,0
Chromatographic fingerprinting of ipratropium and fenoterol in their novel co-formulated inhaler treating major respiratory disorders; application to delivered dose uniformity testing along with greenness and whiteness assessment,COMP,Unknown,None,2
Analysis and study on biomarkers of local muscle fatigue caused by repetitive lifting task,COMP,Unknown,None,0
Nominal VP anaphora in Scandinavian and English,COMP,Unknown,None,0
Consumer eating quality and physicochemical traits of pork Longissimus and Semimembranosus differed between genetic lines,COMP,Unknown,None,0
"Association of serum biomarkers with radiographic knee osteoarthritis, knee pain and function in a young, male, trauma-exposed population – Findings from the ADVANCE study",COMP,Unknown,None,0
BsuMI regulates DNA transformation in Bacillus subtilis besides the defense system and the constructed strain with BsuMI-absence is applicable as a universal transformation platform for wild-type Bacillus,COMP,Unknown,None,0
Synovial expression of glucocorticoid receptor parallels fibroblast activation in patients with rheumatoid arthritis,COMP,Unknown,None,0
Detect-order-construct: A tree construction based approach for hierarchical document structure analysis,COMP,Unknown,None,1
Association of Mesoscale Features With Tropical Cyclone Tauktae,COMP,Unknown,None,0
Proteomic profiling of prostate cancer reveals molecular signatures under antiandrogen treatment,COMP,Unknown,None,0
Enhanced multi view 3D reconstruction with improved MVSNet,COMP,Unknown,None,0
"Author Correction: Developing a prognostic model using machine learning for disulfidptosis related lncRNA in lung adenocarcinoma (Scientific Reports, (2024), 14, 1, (13113), 10.1038/s41598-024-63949-1)",COMP,Unknown,None,0
Fatigue and failure mode analyses of glass infiltrated 5Y-PSZ bonded onto dentin analogues,COMP,Unknown,None,0
Parallel program analysis on path ranges,COMP,Unknown,None,0
Relationships between minerals’ intake and blood homocysteine levels based on three machine learning methods: a large cross-sectional study,COMP,Unknown,None,0
Integrating bulk RNA-seq and scRNA-seq analyses revealed the function and clinical value of thrombospondins in colon cancer,COMP,Unknown,None,0
Simulated lunar microgravity transiently arrests growth and induces osteocyte-chondrocyte lineage differentiation in human Wharton’s jelly stem cells,COMP,Unknown,None,1
Identification and characterization of a new potent inhibitor targeting CtBP1/BARS in melanoma cells,COMP,Unknown,None,1
Stromal cartilage oligomeric matrix protein as a tumorigenic driver in ovarian cancer via Notch3 signaling and epithelial-to-mesenchymal transition,COMP,Unknown,None,1
Genetic analysis of scab disease resistance in common bean (Phaseolus vulgaris) varieties using GWAS and functional genomics approaches,COMP,Unknown,None,1
HAPLN1 knockdown inhibits heart failure development via activating the PKA signaling pathway,COMP,Unknown,None,1
Diagnostic value of serum COMP and ADAMTS7 for intervertebral disc degeneration,COMP,Unknown,None,1
Respiratory distress in SARS-CoV-2 exposed uninfected neonates followed in the COVID Outcomes in Mother-Infant Pairs (COMP) Study,COMP,Unknown,None,11
Association of cartilage metabolism biomarkers and 25(OH)D levels with muscle biomechanical functions in professional rowers and canoeists,COMP,Unknown,None,0
Low-Grade Inflammatory Mediators and Metalloproteinases Yield Synchronous and Delayed Responses to Mechanical Joint Loading,COMP,Unknown,None,0
Triglyceride-glucose Index and Its combination with obesity indicators mediating the association between 2-hydroxyfluorene and the prevalence of cardiovascular disease: Evidence from the NHANES (2005–2018),COMP,Unknown,None,0
Evaluation of serum biomarkers after intra-articular injection of rat bone marrow-derived mesenchymal stem cells in a rat model of knee osteoarthritis,COMP,Unknown,None,0
Internet of things platforms adoption in agriculture: comparative theoretical models,COMP,Unknown,None,0
Endonuclear Circ-calm4 regulates ferroptosis via a circR-Loop of the COMP gene in pulmonary artery smooth muscle cells,COMP,Unknown,None,0
Comparative Analysis of Plasma Protein Dynamics in Women with ST-Elevation Myocardial Infarction and Takotsubo Syndrome,COMP,Unknown,None,0
"Corrigendum to “Effective and scalable black-box fuzzing approach for modern web applications” [J. King Saud Univ. Comp. Info. Sci. 34(10) (2022) 10068–10078, (S1319157822003573), (10.1016/j.jksuci.2022.10.006)]",COMP,Unknown,None,0
Antifungal properties of abnormal cannabinoid derivatives: Disruption of biofilm formation and gene expression in Candida species,COMP,Unknown,None,0
"Nicotine pouch use by sex, school type and tobacco product use among Finnish adolescents during the 2023 change in regulatory scheme with deregulated sales",COMP,Unknown,None,0
The localized Gouvêa–Mazur conjecture,COMP,Unknown,None,1
Strategies for solving multiplicative problems using a conceptual model-based problem-solving approach. A case study with a student with autism spectrum disorder,COMP,Unknown,None,1
"Enhancing collagen based nanoemulgel for effective topical delivery of Aceclofenac and Citronellol oil: Formulation, optimization, in-vitro evaluation, and in-vivo osteoarthritis study with a focus on HMGB-1/RAGE/NF-κB pathway, Klotho, and miR-499a",COMP,Unknown,None,1
Nitrogen use efficiency of open-pollinated maize cultivars and topcrosses under low nitrogen soil,COMP,Unknown,None,0
Electrochemical Selective Removal of Oxyanions in a Ferrocene-Doped Metal-Organic Framework,COMP,Unknown,None,0
New Localization Frameworks: User-centric Approaches to Source Localization in Real-world Propagation Scenarios,COMP,Unknown,None,0
Effect of Comp on Colorectal Cancer Cell Migration,COMP,Unknown,None,0
ICBET 2024 - Proceedings of the 2024 14th International Conference on Biomedical Engineering and Technology,COMP,Unknown,None,0
Sequential Targeted Enzyme-Instructed Self-Assembly Supramolecular Nanofibers to Attenuate Intervertebral Disc Degeneration,COMP,Unknown,None,1
"Use of Indigenous Lactic Acid Bacteria for Industrial Fermented Sausage Production: Microbiological, Chemico-Physical and Sensory Features and Biogenic Amine Content",COMP,Unknown,None,0
Comparative transcriptomic analysis of articular cartilage of post-traumatic osteoarthritis models,COMP,Unknown,None,0
Preventive and treatment efficiency of dendrosomal nano-curcumin against ISO-induced cardiac fibrosis in mouse model,COMP,Unknown,None,0
Evaluation of psychometric characteristics of employee motivation in the workplace,DECI,Unknown,None,0
"Parenting, self-regulation, and sibling relationship dynamics in early childhood",DECI,Unknown,None,0
Question banks: credit? Or debit? A qualitative exploration of their use among medical students,DECI,Unknown,None,1
"AI learning intention, learning engagement and behavioral outcomes: an empirical study",DECI,Unknown,None,0
"Facilitators and barriers to decision-making for hospital treatment among patients diagnosed with breast cancer in Dar es Salaam, Tanzania: A qualitative urban-based study",DECI,Unknown,None,0
Feasibility of loop-gain tuning for general measurement systems inspired by quantum locking for DECIGO,DECI,Unknown,None,0
Student behavior at university: The development and validation of a 10-dimensional scale,DECI,Unknown,None,0
Beyond the Meaning of Pain: Optimal Pain Assessment Tools for (Unable to Self-Report) Critically Ill Patients: A Narrative Review,DECI,Unknown,None,0
Agencification in the EU Energy Sector: A Case Study on Delegation and Margin of Discretion in EU Electricity Market Rule-making,DECI,Unknown,None,0
"Forms of Job Satisfaction. A Test of the Assumptions of Bruggemann’s Model Regarding the Role of Actual-Standard Comparison, Regulation of Aspiration Level, and Problem-Solving Attempts (Finally)",DECI,Unknown,None,0
The Natural Pattern-based Fuzzy Investment System,DECI,Unknown,None,0
Gravitational memory signal from neutrino self-interactions in supernova,DECI,Unknown,None,0
Ionic liquid-induced aggregation behavior of kryptocyanine dye,DECI,Unknown,None,0
"The theoretical-dogmatic issues of res judicata, both formal and material, in Colombian constitutional case law",DECI,Unknown,None,0
Unraveling Stereochemical Structure-Activity Relationships of Sesquiterpene Lactones for Inhibitory Effects on STAT3 Activation,DECI,Unknown,None,1
Enhancing Supply Chain Agility and Sustainability through Machine Learning: Optimization Techniques for Logistics and Inventory Management,DECI,Unknown,None,4
Data and Computation-Intensive Service Reconfiguration with Low Cost of Imbalanced Resources in Edge Networks,DECI,Unknown,None,0
Stochastic Gravitational Wave Background from Cosmological Neutrino-dominated Accretion Flows,DECI,Unknown,None,0
Identifying the Most Cited Articles and Authors in Educational Psychology Journals from 1988 to 2023,DECI,Unknown,None,2
Parents Between Family and Work: The Role of Psychological Needs Satisfaction,DECI,Unknown,None,1
Is the future of work hybrid? Examining motivations and expectations related to working from home in knowledge workers' lived experiences,DECI,Unknown,None,0
Surgical decision-making types and its influencing factors for obesity patients participating in bariatric metabolic surgery,DECI,Unknown,None,0
Deci-Hz gravitational waves from the self-interacting axion cloud around a rotating stellar mass black hole,DECI,Unknown,None,1
"Manned/unmanned aerial vehicle cooperative combat system: Concepts, technologies, and challenges",DECI,Unknown,None,1
HORIZONTAL FISCAL IMBALANCES IN MEDIUM-SIZED MUNICIPALITIES IN MEXICO,DECI,Unknown,None,0
Men in Feminism: A Self-Determination Perspective and Goals for the Future,DECI,Unknown,None,1
Detection of soil-transmitted helminths and Schistosoma spp. by nucleic acid amplification test: Results of the first 5 years of the only international external quality assessment scheme,DECI,Unknown,None,1
Self-determination theory and its predictors for sharing knowledge: a critical review,DECI,Unknown,None,4
Basic psychological needs in Alzheimer's disease: A self-determination theory perspective,DECI,Unknown,None,0
THE MOTIVATION OF TEACHERS IN PORTUGAL - A CASE STUDY IN PORTUGUESE PUBLIC SCHOOLS,DECI,Unknown,None,0
In the name of God… and the Republic. Anti-Franco Catholics and the Holy See in the long postwar period (1939-1953),DECI,Unknown,None,0
DECI: The 2<sup>nd</sup>Tutorial on Designing Effective Conversational Interfaces,DECI,Unknown,None,0
What Is Behind Motivating and Demotivating Styles of Interaction with Students: The Role of the Teacher's Personal Potential,DECI,Unknown,None,0
Ultrastable Space Laser Technology (Invited),DECI,Unknown,None,0
Low Frequency Hierarchical Cooperative Impulse Control for Gravitational Wave Detector Formation Keeping,DECI,Unknown,None,0
Basic psychological needs: A framework for understanding childbirth satisfaction,DECI,Unknown,None,1
"Correction to: Differences in need-supportive teaching toward students from different socioeconomic backgrounds and the role of teachers’ attitudes (Social Psychology of Education, (2024), 27, 3, (955-1005), 10.1007/s11218-023-09831-w)",DECI,Unknown,None,0
Self-realisation and Usefulness: A Critical Examination of Self-determination Theory,DECI,Unknown,None,0
"The Inter-American Court of Human Rights’ model of reparations, revisited after two decades",DECI,Unknown,None,0
Distinguishing ΛCDM from Evolving Dark Energy with Om Two-point Statistics: Implications from the Space-borne Gravitational-wave Detector,DECI,Unknown,None,1
Ukrainian refugee adolescents in Germany – A qualitative study on schooling experiences and the fulfillment of basic psychological needs,DECI,Unknown,None,0
Psychometric features of the Cocaine Use Motivation Questionnaire (CUMQ),DECI,Unknown,None,0
Evaluation of cosine similarity and deci similarity on students' test essay answers dataset,DECI,Unknown,None,0
Plant Species and Functional Diversity of Novel Forests Growing on Coal Mine Heaps Compared with Managed Coniferous and Deciduous Mixed Forests,DECI,Unknown,None,1
Empowering Educators and Students to Flourish: Evaluating the Student Alliance for Flourishing Program in Middle and High Schools,DECI,Unknown,None,0
Early non-extraction orthodontic treatment of anterior open bite,DECI,Unknown,None,0
Unveiling the Drive to Create: Exploring the Motivation of Lifestyle Entrepreneurs in Iran,DECI,Unknown,None,1
"Project management approaches and their selection in the digital age: Overview, challenges and decision models",DECI,Unknown,None,1
AI-based decision support systems and society: An opening statement,DECI,Unknown,None,0
A comparative study of machine learning regression models for production systems condition monitoring,DECI,Unknown,None,1
Decision-Making for Adolescents with Gender Dysphoria,DECI,Unknown,None,0
Instrumental assessment of aero-resistive expiratory muscle strength rehabilitation devices,DECI,Unknown,None,3
Solving dynamic multi-objective optimization problems via quantifying intensity of environment changes and ensemble learning-based prediction strategies,DECI,Unknown,None,2
Protecting Human and Animal Health: The Road from Animal Models to New Approach Methods,DECI,Unknown,None,4
Uncertain Readiness: Process Design and Complexity Management in Peace Negotiations,DECI,Unknown,None,0
Autonomous or Controlled? On the Motivation of Platform Workers in the Work-on-Demand System in Poland,DECI,Unknown,None,0
Information for a Better Government or the Information Government? Contradictions in the Use of Digital Media Information in the Surveillance Society Context,DECI,Unknown,None,0
Intention to stay and happiness: a moderated mediation model of work engagement and hope,DECI,Unknown,None,1
Deep learning forecasts of cosmic acceleration parameters from DECi-hertz Interferometer Gravitational-wave Observatory,DECI,Unknown,None,3
Guided surgery for teeth autotransplantation: a clinical case,DECI,Unknown,None,0
Research Trends in Chemistry Education: A Bibliometric Review (1895–2022),DECI,Unknown,None,0
ASSESSING THE DIFFUSION OF FINTECH INNOVATION IN FINANCIAL INDUSTRY: USING THE ROUGH MCDM MODEL,DECI,Unknown,None,0
A Structural Equation Model for Low Back Pain Management Behavior in Patients With Spinal Disease,DECI,Unknown,None,0
College of Bishops: Opportunity or stumbling block of the Catholic-Lutheran ecumenism?,DECI,Unknown,None,0
CAREER GUIDANCE WORK WITH YOUNG ATHLETES,DECI,Unknown,None,0
Ukrainian-language Adaptation of the Basic Psychological Need Satisfaction Scale,DECI,Unknown,None,0
Defining the Smartness of Data-Driven PSS in Decision-Making,DECI,Unknown,None,0
Only connect…: the role of the social in 21st-century business education,DECI,Unknown,None,0
S2E-DECI: Secrecy and Energy-Efficient Dual-Aware Device-Edge Co-Inference for AIoT,DECI,Unknown,None,0
Fostering Self-Determination: A Review and Research Agenda Advancing Self-Determination Theory as a Unifying Framework for Youth Well-Being in Foster Care Research,DECI,Unknown,None,0
Does the Apple Fall Far From the Tree? A Meta-Analysis Linking Parental Factors to Children’s Intrinsic and Extrinsic Goals,DECI,Unknown,None,0
Teacher’s Views on Measures to Strengthen Students’ Motivation to Read,DECI,Unknown,None,0
Assessment of Entry Timing Decisions (AoETD) Towards Sustainable Operations of Malaysian Construction Firms in International Markets,DECI,Unknown,None,0
Algorithmic Enforcement Tools: Governing Opacity with Due Process,DECI,Unknown,None,0
What Factors Contribute to the Success of Adult Training in Distance Learning? A Multi-dimensional Analysis,DECI,Unknown,None,0
The preparation and investigation of ionic functional resins for deep dehydration of toluene,DENT,Unknown,None,0
Thermodynamic and kinetic behaviors of water vapor adsorption on the lower Cambrian over-mature shale and kerogen,DENT,Unknown,None,0
Dentin tubules as a long-term sustained release carrier to accelerate bone repair by loading FTY720,DENT,Unknown,None,0
Some Issues of the Kyiv TV Tower Renovation After the Missile Attack,DENT,Unknown,None,0
Real-Time Classification of Defects During Automated Valve Testing and Inspection,DENT,Unknown,None,0
Small Vehicle Damage Detection with Acceleration Spectrograms: An Autoencoder-Based Anomaly Detection Approach,DENT,Unknown,None,0
A novel local deformation pipe section identification method via IMU detection data and hybrid deep learning model,DENT,Unknown,None,0
Analysis of dynamic response and impact resistance of corrugated plate-reinforced concrete under simulated rockfall,DENT,Unknown,None,0
A study on the mechanical behavior of umbilical cables under impact loads using experimental and numerical methods,DENT,Unknown,None,1
Crop contamination evaluation by antimicrobial-resistant bacteria via livestock waste compost-fertilized field soil,DENT,Unknown,None,0
Erratum: Rapid source classification and distance estimation for compact binary mergers with PyCBC live (Monthly Notices of the Royal Astronomical Society (2022) 515:4 (5718-5729) DOI: 10.1093/mnras/stac2120),DENT,Unknown,None,0
Identification of metabolic and protein markers representative of the impact of mild nitrogen deficit on agronomic performance of maize hybrids,DENT,Unknown,None,0
A narrative review of monogenic disorders causing nephrolithiasis and chronic kidney disease,DENT,Unknown,None,0
ORAL CARE AND DENTAL INTERVENTIONS SHOW MIXED AND UNCLEAR EFFECTS ON COGNITIVE FUNCTION,DENT,Unknown,None,0
"CAD/CAM-FABRICATED RPD FRAMEWORKS SHOW LOWER FIT ACCURACY COMPARED TO CONVENTIONAL CASTING, WITH INDIRECT 3D PRINTING OFFERING COMPARABLE RESULTS",DENT,Unknown,None,0
On the spring-back and re-rounding mechanism of a plain dent on the sandwich pipe,DENT,Unknown,None,0
Multi-scale correlation of impact-induced defects in carbon fiber composites using X-ray scattering and machine learning,DENT,Unknown,None,0
The influence of anomalies in supporting structures on the validation of finite-element blade bearing models,DENT,Unknown,None,0
The effect of cessation of drinking water fluoridation on dental restorations and crowns in children aged 3–5 years in Israel – a retrospective study,DENT,Unknown,None,0
"Correction to: Seed dispersal by Martu peoples promotes the distribution of native plants in arid Australia (Nature Communications, (2024), 15, 1, (6019), 10.1038/s41467-024-50300-5)",DENT,Unknown,None,0
Surface feature extraction method for cloud data of aircraft wall panel measurement points,DENT,Unknown,None,0
A phase field method for predicting hydrogen-induced cracking on pipelines,DENT,Unknown,None,0
Flexibility in the WTO: Navigating the Dynamics of Multilateralism Using Grounded Theory,DENT,Unknown,None,0
Experimental and analytical investigations on single and repetitive impact failure responses of composite sandwich panels with orthogonal woven GFRP facesheets and PVC foam cores,DENT,Unknown,None,1
Fatigue Limit Estimation for Post-Peened Induction-Hardened and Tempered Steel Considering Changes in Surface Properties,DENT,Unknown,None,1
"Scenting serenity: influence of essential-oil vaporization on dental anxiety - a cluster-randomized, controlled, single-blinded study (AROMA_dent)",DENT,Unknown,None,0
Continent-derived metasediments (Cimes Blanches and Frilihorn) within the ophiolites around Zermatt: relations with the Mischabel backfold and Mont Fort nappe (Pennine Alps),DENT,Unknown,None,1
The Rule of Law: A Slogan in Search of a Concept,DENT,Unknown,None,0
Radiographic study of direct anterior approach hip arthroplasty: a 10–15 year follow-up of Chinese patients,DENT,Unknown,None,0
An ARF gene mutation creates flint kernel architecture in dent maize,DENT,Unknown,None,5
Antimicrobial peptides designed by computational analysis of proteomes,DENT,Unknown,None,3
Prenatal diagnosis of dent disease type I with a nonsense pathogenic variant in CLCN5: a case study,DENT,Unknown,None,0
The influence of using smart technologies for sustainable development in higher education institutions,DENT,Unknown,None,12
A novel transgenic mouse model highlights molecular disruptions involved in the pathogenesis of Dent disease 1,DENT,Unknown,None,1
Fundamental cracking performance of asphalt-filler mastics with hydrated lime,DENT,Unknown,None,0
"Correction to: 3D printing in dentistry: balancing innovation and safety (British Dental Journal, (2024), 237, 9, (683-684), 10.1038/s41415-024-8077-1)",DENT,Unknown,None,0
The traumatized immature permanent incisor with pulpal involvement: what conservative treatment options?,DENT,Unknown,None,0
Is Copper Ni-Ti more effective than conventional Ni-Ti in terms of rapid tooth alignment and mandibular arch expansion? A double-blind randomized clinical trial,DENT,Unknown,None,0
Exogenous glycine betaine maintains postharvest blueberry quality by modulating antioxidant capacity and energy metabolism,DENT,Unknown,None,0
The Degree of Marital Compatibility and Family Stability during the Corona Pandemic According to a Number of Variables among a Sample of Married Couples in Irbid Governorate,DENT,Unknown,None,0
A review on nanomaterial-based SERS substrates for sustainable agriculture,DENT,Unknown,None,4
A milestone for digital full and partial dentures: VITA VIONIC DENT DISC multiColor,DENT,Unknown,None,0
"Correction to: Emerging Evidence Supports Broader Definition of Chairside Behavior Guidance and Familial Compliance (Healthcare, (2024), 12, 19, (1935), 10.3390/healthcare12191935)",DENT,Unknown,None,0
‘Carbon farming’: what are the challenges for sugar beet and sugarcane growers?,DENT,Unknown,None,0
Tuning the structural and mechanical properties of SiC-Li and SiC-Na alloys for aerospace application: an ab initio study,DENT,Unknown,None,0
Characterization of 3D printed composite for final dental restorations,DENT,Unknown,None,0
Root canal cleanliness and debris extrusion following retreatment of thermoplastic injection technique and bioceramic-based root canal sealer,DENT,Unknown,None,0
"Correction to “Assessment of dental caries based on ICDAS and WHO criteria: A comparative study”(Int J Paediatr Dent., (2024), 34, (77–84), 10.1111/ipd.13099)",DENT,Unknown,None,0
"Correction to “Correlates of childhood caries: A study in Qatar”(Int J Paediatr Dent., (2024), 34, (179–189), 10.1111/ipd.13123)",DENT,Unknown,None,0
Dynamic responses of thin-walled FRP-concrete-steel tubular wind turbine tower under horizontal impact loading: Experimental study and FE modelling,DENT,Unknown,None,0
Gene therapy of Dent disease type 1 in newborn ClC-5 null mice for sustained transgene expression and gene therapy effects,DENT,Unknown,None,0
"Abnormal ear development in corn: Does hybrid, environment, and planting date matter?",DENT,Unknown,None,0
Research on ultrasonic-stationary shoulder assisted friction stir lap welding of thermoplastic polymer and aluminum alloy,DENT,Unknown,None,0
Bactericidal effect of ultrasound on glutinous rice during soaking and its influence on physicochemical properties of starch and quality characteristics of sweet dumplings,DENT,Unknown,None,0
Cumulative damage effects of repeated underwater explosions on multi-cabin structures,DENT,Unknown,None,1
Data blanks by design: Intellectual property and restrictions on genetic diversity assessments of the maize standing crop in the USA Upper Midwest,DENT,Unknown,None,0
OPTIMIZATION OF FINANCIAL RESOURCES OF TERRITORIAL COMMUNITIES: A METHODOLOGICAL APPROACH TO RESPONDING TO MODERN RISKS IN STATE MANAGEMENT,DENT,Unknown,None,0
Machine Learning and Genetic Algorithms in the Microfluidic Design of Highly Efficient Micromixers,DENT,Unknown,None,0
Mechanisms of Polyethylene Terephthalate Pellet Fragmentation into Nanoplastics and Assimilable Carbons by Wastewater Comamonas,DENT,Unknown,None,0
A wavelet-based denoising method for pipeline dent assessments,DENT,Unknown,None,0
