,title,cited_by_count,AGRI,ARTS,BIOC,BUSI,CENG,CHEM,COMP,DECI,DENT,EART,ECON,ENER,ENGI,ENVI,HEAL,IMMU,MATE,MATH,MEDI,MULT,NEUR,NURS,PHAR,PHYS,PSYC,SOCI,VETE
530,Feasibility of loop-gain tuning for general measurement systems inspired by quantum locking for DECIGO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,Student behavior at university: The development and validation of a 10-dimensional scale,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,Beyond the Meaning of Pain: Optimal Pain Assessment Tools for (Unable to Self-Report) Critically Ill Patients: A Narrative Review,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,Agencification in the EU Energy Sector: A Case Study on Delegation and Margin of Discretion in EU Electricity Market Rule-making,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,"Forms of Job Satisfaction. A Test of the Assumptions of Bruggemann’s Model Regarding the Role of Actual-Standard Comparison, Regulation of Aspiration Level, and Problem-Solving Attempts (Finally)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,The Natural Pattern-based Fuzzy Investment System,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,Gravitational memory signal from neutrino self-interactions in supernova,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,Ionic liquid-induced aggregation behavior of kryptocyanine dye,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,"The theoretical-dogmatic issues of res judicata, both formal and material, in Colombian constitutional case law",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,Unraveling Stereochemical Structure-Activity Relationships of Sesquiterpene Lactones for Inhibitory Effects on STAT3 Activation,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,Enhancing Supply Chain Agility and Sustainability through Machine Learning: Optimization Techniques for Logistics and Inventory Management,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Data and Computation-Intensive Service Reconfiguration with Low Cost of Imbalanced Resources in Edge Networks,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,Stochastic Gravitational Wave Background from Cosmological Neutrino-dominated Accretion Flows,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,Identifying the Most Cited Articles and Authors in Educational Psychology Journals from 1988 to 2023,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,Parents Between Family and Work: The Role of Psychological Needs Satisfaction,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,Is the future of work hybrid? Examining motivations and expectations related to working from home in knowledge workers' lived experiences,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,Surgical decision-making types and its influencing factors for obesity patients participating in bariatric metabolic surgery,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,Deci-Hz gravitational waves from the self-interacting axion cloud around a rotating stellar mass black hole,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,"Manned/unmanned aerial vehicle cooperative combat system: Concepts, technologies, and challenges",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,HORIZONTAL FISCAL IMBALANCES IN MEDIUM-SIZED MUNICIPALITIES IN MEXICO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,Men in Feminism: A Self-Determination Perspective and Goals for the Future,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,Detection of soil-transmitted helminths and Schistosoma spp. by nucleic acid amplification test: Results of the first 5 years of the only international external quality assessment scheme,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,Self-determination theory and its predictors for sharing knowledge: a critical review,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,Basic psychological needs in Alzheimer's disease: A self-determination theory perspective,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,THE MOTIVATION OF TEACHERS IN PORTUGAL - A CASE STUDY IN PORTUGUESE PUBLIC SCHOOLS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,In the name of God… and the Republic. Anti-Franco Catholics and the Holy See in the long postwar period (1939-1953),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,DECI: The 2<sup>nd</sup>Tutorial on Designing Effective Conversational Interfaces,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,What Is Behind Motivating and Demotivating Styles of Interaction with Students: The Role of the Teacher's Personal Potential,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,Ultrastable Space Laser Technology (Invited),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,Low Frequency Hierarchical Cooperative Impulse Control for Gravitational Wave Detector Formation Keeping,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,Basic psychological needs: A framework for understanding childbirth satisfaction,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,"Correction to: Differences in need-supportive teaching toward students from different socioeconomic backgrounds and the role of teachers’ attitudes (Social Psychology of Education, (2024), 27, 3, (955-1005), 10.1007/s11218-023-09831-w)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,Self-realisation and Usefulness: A Critical Examination of Self-determination Theory,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,"The Inter-American Court of Human Rights’ model of reparations, revisited after two decades",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,Distinguishing ΛCDM from Evolving Dark Energy with Om Two-point Statistics: Implications from the Space-borne Gravitational-wave Detector,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,Ukrainian refugee adolescents in Germany – A qualitative study on schooling experiences and the fulfillment of basic psychological needs,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,Psychometric features of the Cocaine Use Motivation Questionnaire (CUMQ),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,Evaluation of cosine similarity and deci similarity on students' test essay answers dataset,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,Plant Species and Functional Diversity of Novel Forests Growing on Coal Mine Heaps Compared with Managed Coniferous and Deciduous Mixed Forests,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,Empowering Educators and Students to Flourish: Evaluating the Student Alliance for Flourishing Program in Middle and High Schools,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,Early non-extraction orthodontic treatment of anterior open bite,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,Unveiling the Drive to Create: Exploring the Motivation of Lifestyle Entrepreneurs in Iran,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,"Project management approaches and their selection in the digital age: Overview, challenges and decision models",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,AI-based decision support systems and society: An opening statement,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,A comparative study of machine learning regression models for production systems condition monitoring,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,Decision-Making for Adolescents with Gender Dysphoria,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,Instrumental assessment of aero-resistive expiratory muscle strength rehabilitation devices,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,Solving dynamic multi-objective optimization problems via quantifying intensity of environment changes and ensemble learning-based prediction strategies,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,Protecting Human and Animal Health: The Road from Animal Models to New Approach Methods,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,Uncertain Readiness: Process Design and Complexity Management in Peace Negotiations,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,Autonomous or Controlled? On the Motivation of Platform Workers in the Work-on-Demand System in Poland,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,Information for a Better Government or the Information Government? Contradictions in the Use of Digital Media Information in the Surveillance Society Context,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,Intention to stay and happiness: a moderated mediation model of work engagement and hope,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,Deep learning forecasts of cosmic acceleration parameters from DECi-hertz Interferometer Gravitational-wave Observatory,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,Guided surgery for teeth autotransplantation: a clinical case,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,Research Trends in Chemistry Education: A Bibliometric Review (1895–2022),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,ASSESSING THE DIFFUSION OF FINTECH INNOVATION IN FINANCIAL INDUSTRY: USING THE ROUGH MCDM MODEL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,A Structural Equation Model for Low Back Pain Management Behavior in Patients With Spinal Disease,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,College of Bishops: Opportunity or stumbling block of the Catholic-Lutheran ecumenism?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,CAREER GUIDANCE WORK WITH YOUNG ATHLETES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,Ukrainian-language Adaptation of the Basic Psychological Need Satisfaction Scale,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,Defining the Smartness of Data-Driven PSS in Decision-Making,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,Only connect…: the role of the social in 21st-century business education,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,S2E-DECI: Secrecy and Energy-Efficient Dual-Aware Device-Edge Co-Inference for AIoT,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,Fostering Self-Determination: A Review and Research Agenda Advancing Self-Determination Theory as a Unifying Framework for Youth Well-Being in Foster Care Research,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,Does the Apple Fall Far From the Tree? A Meta-Analysis Linking Parental Factors to Children’s Intrinsic and Extrinsic Goals,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,Teacher’s Views on Measures to Strengthen Students’ Motivation to Read,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,Assessment of Entry Timing Decisions (AoETD) Towards Sustainable Operations of Malaysian Construction Firms in International Markets,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,Algorithmic Enforcement Tools: Governing Opacity with Due Process,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,What Factors Contribute to the Success of Adult Training in Distance Learning? A Multi-dimensional Analysis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,The preparation and investigation of ionic functional resins for deep dehydration of toluene,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,Thermodynamic and kinetic behaviors of water vapor adsorption on the lower Cambrian over-mature shale and kerogen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,Dentin tubules as a long-term sustained release carrier to accelerate bone repair by loading FTY720,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,Some Issues of the Kyiv TV Tower Renovation After the Missile Attack,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,Real-Time Classification of Defects During Automated Valve Testing and Inspection,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,Small Vehicle Damage Detection with Acceleration Spectrograms: An Autoencoder-Based Anomaly Detection Approach,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,A novel local deformation pipe section identification method via IMU detection data and hybrid deep learning model,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,Analysis of dynamic response and impact resistance of corrugated plate-reinforced concrete under simulated rockfall,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,A study on the mechanical behavior of umbilical cables under impact loads using experimental and numerical methods,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,Crop contamination evaluation by antimicrobial-resistant bacteria via livestock waste compost-fertilized field soil,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,Erratum: Rapid source classification and distance estimation for compact binary mergers with PyCBC live (Monthly Notices of the Royal Astronomical Society (2022) 515:4 (5718-5729) DOI: 10.1093/mnras/stac2120),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,Identification of metabolic and protein markers representative of the impact of mild nitrogen deficit on agronomic performance of maize hybrids,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,A narrative review of monogenic disorders causing nephrolithiasis and chronic kidney disease,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,ORAL CARE AND DENTAL INTERVENTIONS SHOW MIXED AND UNCLEAR EFFECTS ON COGNITIVE FUNCTION,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,"CAD/CAM-FABRICATED RPD FRAMEWORKS SHOW LOWER FIT ACCURACY COMPARED TO CONVENTIONAL CASTING, WITH INDIRECT 3D PRINTING OFFERING COMPARABLE RESULTS",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,On the spring-back and re-rounding mechanism of a plain dent on the sandwich pipe,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,Multi-scale correlation of impact-induced defects in carbon fiber composites using X-ray scattering and machine learning,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,The influence of anomalies in supporting structures on the validation of finite-element blade bearing models,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,The effect of cessation of drinking water fluoridation on dental restorations and crowns in children aged 3–5 years in Israel – a retrospective study,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,"Correction to: Seed dispersal by Martu peoples promotes the distribution of native plants in arid Australia (Nature Communications, (2024), 15, 1, (6019), 10.1038/s41467-024-50300-5)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,Surface feature extraction method for cloud data of aircraft wall panel measurement points,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,A phase field method for predicting hydrogen-induced cracking on pipelines,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,Flexibility in the WTO: Navigating the Dynamics of Multilateralism Using Grounded Theory,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,Experimental and analytical investigations on single and repetitive impact failure responses of composite sandwich panels with orthogonal woven GFRP facesheets and PVC foam cores,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,Fatigue Limit Estimation for Post-Peened Induction-Hardened and Tempered Steel Considering Changes in Surface Properties,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,"Scenting serenity: influence of essential-oil vaporization on dental anxiety - a cluster-randomized, controlled, single-blinded study (AROMA_dent)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,Continent-derived metasediments (Cimes Blanches and Frilihorn) within the ophiolites around Zermatt: relations with the Mischabel backfold and Mont Fort nappe (Pennine Alps),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,The Rule of Law: A Slogan in Search of a Concept,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,Radiographic study of direct anterior approach hip arthroplasty: a 10–15 year follow-up of Chinese patients,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,An ARF gene mutation creates flint kernel architecture in dent maize,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,Antimicrobial peptides designed by computational analysis of proteomes,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,Prenatal diagnosis of dent disease type I with a nonsense pathogenic variant in CLCN5: a case study,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,The influence of using smart technologies for sustainable development in higher education institutions,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,A novel transgenic mouse model highlights molecular disruptions involved in the pathogenesis of Dent disease 1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,Fundamental cracking performance of asphalt-filler mastics with hydrated lime,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,"Correction to: 3D printing in dentistry: balancing innovation and safety (British Dental Journal, (2024), 237, 9, (683-684), 10.1038/s41415-024-8077-1)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,The traumatized immature permanent incisor with pulpal involvement: what conservative treatment options?,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,Is Copper Ni-Ti more effective than conventional Ni-Ti in terms of rapid tooth alignment and mandibular arch expansion? A double-blind randomized clinical trial,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,Exogenous glycine betaine maintains postharvest blueberry quality by modulating antioxidant capacity and energy metabolism,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,The Degree of Marital Compatibility and Family Stability during the Corona Pandemic According to a Number of Variables among a Sample of Married Couples in Irbid Governorate,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,A review on nanomaterial-based SERS substrates for sustainable agriculture,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,A milestone for digital full and partial dentures: VITA VIONIC DENT DISC multiColor,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,"Correction to: Emerging Evidence Supports Broader Definition of Chairside Behavior Guidance and Familial Compliance (Healthcare, (2024), 12, 19, (1935), 10.3390/healthcare12191935)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,‘Carbon farming’: what are the challenges for sugar beet and sugarcane growers?,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,Tuning the structural and mechanical properties of SiC-Li and SiC-Na alloys for aerospace application: an ab initio study,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,Characterization of 3D printed composite for final dental restorations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,Root canal cleanliness and debris extrusion following retreatment of thermoplastic injection technique and bioceramic-based root canal sealer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,"Correction to “Assessment of dental caries based on ICDAS and WHO criteria: A comparative study”(Int J Paediatr Dent., (2024), 34, (77–84), 10.1111/ipd.13099)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,"Correction to “Correlates of childhood caries: A study in Qatar”(Int J Paediatr Dent., (2024), 34, (179–189), 10.1111/ipd.13123)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,Dynamic responses of thin-walled FRP-concrete-steel tubular wind turbine tower under horizontal impact loading: Experimental study and FE modelling,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,Gene therapy of Dent disease type 1 in newborn ClC-5 null mice for sustained transgene expression and gene therapy effects,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,"Abnormal ear development in corn: Does hybrid, environment, and planting date matter?",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,Research on ultrasonic-stationary shoulder assisted friction stir lap welding of thermoplastic polymer and aluminum alloy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,Bactericidal effect of ultrasound on glutinous rice during soaking and its influence on physicochemical properties of starch and quality characteristics of sweet dumplings,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,Cumulative damage effects of repeated underwater explosions on multi-cabin structures,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,Data blanks by design: Intellectual property and restrictions on genetic diversity assessments of the maize standing crop in the USA Upper Midwest,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,OPTIMIZATION OF FINANCIAL RESOURCES OF TERRITORIAL COMMUNITIES: A METHODOLOGICAL APPROACH TO RESPONDING TO MODERN RISKS IN STATE MANAGEMENT,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,Machine Learning and Genetic Algorithms in the Microfluidic Design of Highly Efficient Micromixers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,Mechanisms of Polyethylene Terephthalate Pellet Fragmentation into Nanoplastics and Assimilable Carbons by Wastewater Comamonas,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,A wavelet-based denoising method for pipeline dent assessments,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,"Correction to: Dental therapists as collaborators in the management of maxillofacial trauma (British Dental Journal, (2024), 237, 5, (411), 10.1038/s41415-024-7872-z)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,"Correction to: Evaluation of postgraduate foundation training for dental therapists: does participation enhance career prospects? (British Dental Journal, (2024), 10.1038/s41415-024-7718-8)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,"Frequency, amount, and supplementation of vitamin A food sources to enhance vitamin A sufficiency status among toddlers aged 12-59 months",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,Exploring the relationship between maternal parenting styles and stunting prevention behaviors in children aged 3-5 years,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,Integrated environmental and social assessment of alum-contaminated water in An Giang province,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,Bake Hardening Behavior and Plastic-strain-dependent Elastic Modulus of Steel Sheets for Automotive Outer Panels,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,Surface Defect Detection Method for Industrial Products Based on Photometric Stereo and Dual Stream Feature Fusion Network,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,Test and Numerical Study on Blast Resistance of Main Girders Coated with Polyurea in Self-Anchored Suspension Bridges,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
